timestamp,id,rating,price,reviewsCount,beds,bathrooms,bedrooms,isSuperhost
"2023-08-09_20-02","738223953699753093",,498,2,8,4.5,5,false
"2023-08-09_20-02","656923504438316317",5,177,3,1,1.5,1,false
"2023-08-09_20-02","362397",,108,2,2,1.5,1,false
"2023-08-09_20-02","681106077934707988",,82,1,1,1,1,false
"2023-08-09_20-02","360703",,106,1,1,1,1,false
"2023-08-09_20-02","691080858048733845",4.67,177,3,2,1,1,false
"2023-08-09_20-02","824275397791228912",,491,2,4,1,3,false
"2023-08-09_20-02","932440401477692504",,232,0,5,2,4,false
"2023-08-09_20-02","2525482",,217,0,1,1,1,false
"2023-08-09_20-02","9274563",,71,0,1,1,1,false
"2023-08-09_20-02","846195481314256512",,257,0,2,1,1,false
"2023-08-09_20-02","795399737387937630",,137,0,1,1,1,false
"2023-08-09_20-02","693477363154191495",,363,0,1,1,1,false
"2023-08-09_20-02","46479762",,1141,0,3,2,3,false
